,Symbol,Name,Industry,IndustryCode
1913,NCMI,National Cinemedia Inc,미디어 및 출판,533020
1914,VRA,Vera Bradley Inc,섬유 및 의류,532020
1915,DTOC,Digital Transformation Opportunities Corp Class A,기타 금융업,556010
1916,HOL,Holicity Inc,기타 금융업,556010
1917,CPZ,Calamos Long/Short Equity & Dynamic Income Trust,다양한 금융서비스,555010
1918,SVFC,SVF Investment Corp 3 Class A,기타 금융업,556010
1919,TERN,Terns Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1920,VTGN,VistaGen Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1921,COOLU,Corner Growth Acquisition Corp,기타 금융업,556010
1922,FTCV,Fintech Acquisition Corp V Class A,기타 금융업,556010
1923,DCRCU,Decarbonization Plus Acquisition Corporation III,기타 금융업,556010
1924,GP,GreenPower Motor Company Inc,자동차 및 자동차 부품,531010
1925,AVRO,AVROBIO Inc,생명과학 및 메디컬 리서치,562020
1926,EBTC,Enterprise Bancorp Inc,은행,551010
1927,BSRR,Sierra Bancorp,은행,551010
1928,MUDSU,Mudrick Capital Acquisition Corporation II Unit,기타 금융업,556010
1929,NGCAU,NextGen Acquisition II Corp,기타 금융업,556010
1930,TNXP,Tonix Pharmaceuticals Holding Corp,생명과학 및 메디컬 리서치,562020
1931,VTNR,Vertex Energy Inc,오일 및 가스,501020
1932,HCAR,Healthcare Services Acquisition Corp Class A,기타 금융업,556010
1933,CLPT,Clearpoint Neuro Inc,헬스케어 장비 및 용품,561010
1934,SPKE,Spark Energy Inc Class A,전기 유틸리티,591010
1935,CCNE,CNB Financial Corp,은행,551010
1936,QELLU,Qell Acquisition Corp.,기타 금융업,556010
1937,NEXI,Neximmune Inc,생명과학 및 메디컬 리서치,562020
1938,NGACU,Nextgen Acquisition Corp,기타 금융업,556010
1939,ATAX,America First Multifamily Investors LP Unit,은행,551010
1940,POWL,Powell Industries Inc,"건설장비 및 대형차, 기차, 배",521020
1941,CZNC,Citizens & Northern Corp,은행,551010
1942,RCKY,Rocky Brands Inc,섬유 및 의류,532020
1943,MDCA,MDC Partners Inc Class A,미디어 및 출판,533020
1944,PFDR,Pathfinder Acquisition Corp Class A,기타 금융업,556010
1945,QRTEB,Qurate Retail Inc Series B,다양한 소매업,534020
1946,BHFAO,Brighthouse Financial Inc ADR,보험,553010
1947,ANGN,Angion Biomedica Corp,생명과학 및 메디컬 리서치,562020
1948,PRSR,Prospector Capital Corp Class A,기타 금융업,556010
1949,BYTS,BYTE Acquisition Corp Class A,기타 금융업,556010
1950,TUEM,Tuesday Morning Corp,다양한 소매업,534020
1951,TRIN,Trinity Capital Inc,투자은행 및 서비스,551020
1952,FORE,Foresight Acquisition Corp Class A,기타 금융업,556010
1953,PLMI,Plum Acquisition I Corp Class A,기타 금융업,556010
1954,SGC,Superior Group of Companies Inc,섬유 및 의류,532020
1955,LSEA,Landsea Homes Corp,부동산 운영 관리,601010
1956,HYAC,Haymaker Acquisition Corp III Class A,기타 금융업,556010
1957,INDI,indie Semiconductor Inc Class A,반도체 및 반도체 장비,571010
1958,NATR,Natures Sunshine Products Inc,식품 및 담배,541020
1959,BTBT,Bit Digital Inc,핀테크,573010
1960,SNSE,Sensei Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
1961,INVE,Identiv Inc,커뮤니케이션 및 네트워킹,571020
1962,GWRS,Global Water Resources Inc,수도 유틸리티,591030
1963,EZPW,EZCORP Inc Class A,은행,551010
1964,BIVI,BioVie Inc Class A,생명과학 및 메디컬 리서치,562020
1965,BTNB,Bridgetown 2 Holdings Ltd Class A,기타 금융업,556010
1966,ETNB,89Bio Inc,생명과학 및 메디컬 리서치,562020
1967,OPT,Opthea Ltd ADR,생명과학 및 메디컬 리서치,562020
1968,GLAD,Gladstone Capital Corp,다양한 금융서비스,555010
1969,SDAC,Sustainable Development Acquisition I Corp Class A,기타 금융업,556010
1970,CMIIU,CM Life Sciences II Inc,기타 금융업,556010
1971,FHTX,Foghorn Therapeutics Inc.,생명과학 및 메디컬 리서치,562020
1972,PMGM,Priveterra Acquisition Corp Class A,기타 금융업,556010
1973,DRRX,DURECT Corp,생명과학 및 메디컬 리서치,562020
1974,JNCE,Jounce Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1975,PRTK,Paratek Pharmaceuticals Inc,제약,562010
1976,RAAC,Revolution Acceleration Acquisition Corp Class A,기타 금융업,556010
1977,DGICA,Donegal Group Inc Class A,보험,553010
1978,MRACU,Marquee Raine Acquisition Corp,기타 금융업,556010
1979,MACQ,MCAP Acquisition Corp Class A,기타 금융업,556010
1980,DSPG,Dsp Group Inc,반도체 및 반도체 장비,571010
1981,FRST,Primis Financial Corp,은행,551010
1982,RRBI,Red River Bancshares Inc,은행,551010
1983,VTRU,Vitru Ltd,학교,631020
1984,FTIV,FinTech Acquisition Corp Class A,기타 금융업,556010
1985,HMCO,HumanCo Acquisition Corp Class A,기타 금융업,556010
1986,KALA,Kala Pharmaceuticals Inc,제약,562010
1987,GTBP,GT Biopharma Inc,제약,562010
1988,PROF,Profound Medical Corp,헬스케어 장비 및 용품,561010
1989,CRESY,Cresud SACIF y A ADR,통신 서비스,574010
1990,NAACU,North Atlantic Acquisition Corp,기타 금융업,556010
1991,SSAA,Science Strategic Acquisition Alpha Corp Class A,기타 금융업,556010
1992,SIVBP,SVB Financial Group ADR,은행,551010
1993,AGGR,Agile Growth Corp Class A,기타 금융업,556010
1994,INZY,Inozyme Pharma Inc,생명과학 및 메디컬 리서치,562020
1995,OSBC,Old Second Bancorp Inc,은행,551010
1996,YJ,Yunji Inc ADR,소프트웨어 및 IT서비스,572010
1997,KRNL,Kernel Group Holdings Inc Class A,기타 금융업,556010
1998,FSRX,Finserv Acquisition Corp II Class A,기타 금융업,556010
1999,CHPM,CHP Merger Corp Class A,기타 금융업,556010
2000,URGN,Urogen Pharma Ltd,생명과학 및 메디컬 리서치,562020
2001,TACO,Del Taco Restaurants Inc,호텔 및 엔터테인먼트,533010
2002,TWLV,Twelve Seas Investment Co II Class A,기타 금융업,556010
2003,ATCX,Atlas Technical Consultants Inc Class A,건설 및 엔지니어링,522010
2004,RMGBU,Rmg Acquisition Corporation II,기타 금융업,556010
2005,PSAC,Property Solutions Acquisition Corp,기타 금융업,556010
2006,CFVI,CF Acquisition Corp VI Class A,기타 금융업,556010
2007,PLPC,Preformed Line Products Co,"건설장비 및 대형차, 기차, 배",521020
2008,TSIB,Tishman Speyer Innovation Corp II Class A,기타 금융업,556010
2009,GMDA,Gamida Cell Ltd,생명과학 및 메디컬 리서치,562020
2010,VRNA,Verona Pharma PLC ADR,생명과학 및 메디컬 리서치,562020
2011,SENEA,Seneca Foods Corp Class A,식품 및 담배,541020
2012,GPAC,Global Partner Acquisition II Corp Class A,기타 금융업,556010
2013,BTAQU,Burgundy Technology Acquisition Corp,기타 금융업,556010
2014,EMKR,EMCORE Corp,커뮤니케이션 및 네트워킹,571020
2015,ALTU,Altitude Acquisition Corp Class A,기타 금융업,556010
2016,FCBP,First Choice Bancorp (California),은행,551010
2017,FCACU,Falcon Capital Acquisition Corp,기타 금융업,556010
2018,TH,Target Hospitality Corp,호텔 및 엔터테인먼트,533010
2019,TIOA,Tio Tech A Class A,기타 금융업,556010
2020,IGAC,IG Acquisition Corp Class A,기타 금융업,556010
2021,GXGX,GX Acquisition Corp Class A,기타 금융업,556010
2022,ADVM,Adverum Biotechnologies Inc,생명과학 및 메디컬 리서치,562020
2023,WALD,Waldencast Acquisition Corp Class A,기타 금융업,556010
2024,LFMD,LifeMD Inc,다양한 소매업,534020
2025,SBEA,SilverBox Engaged Merger Corp I Class A,기타 금융업,556010
2026,COVA,COVA Acquisition Corp Class A,기타 금융업,556010
2027,DHCA,DHC Acquisition Corp Class A,기타 금융업,556010
2028,CHSCP,CHS Inc PRF,식품 및 담배,541020
2029,OEPW,One Equity Partners Open Water I Corp Class A,기타 금융업,556010
2030,PSAG,Property Solutions Acquisition Corp II Class A,기타 금융업,556010
2031,MEIP,MEI Pharma Inc,생명과학 및 메디컬 리서치,562020
2032,SMBK,SmartFinancial Inc,은행,551010
2033,CARE,Carter Bank and Trust,은행,551010
2034,AMNB,American National Bankshares Inc,은행,551010
2035,CCB,Coastal Financial Corp (EVERETT),은행,551010
2036,LCUT,Lifetime Brands Inc,가정용품,532040
2037,ITRM,Iterum Therapeutics PLC,생명과학 및 메디컬 리서치,562020
2038,ENFA,890 5th Avenue Partners Inc Class A,기타 금융업,556010
2039,NMTR,9 Meters Biopharma Inc,생명과학 및 메디컬 리서치,562020
2040,CVGI,Commercial Vehicle Group Inc,자동차 및 자동차 부품,531010
2041,IRMD,IRadimed Corp,헬스케어 장비 및 용품,561010
2042,VACQU,Vector Acquisition Corp,기타 금융업,556010
2043,HCICU,Hennessy Capital Investment Corp V,기타 금융업,556010
2044,WVE,WAVE Life Sciences Ltd,생명과학 및 메디컬 리서치,562020
2045,LUXAU,Lux Health Tech Acquisition Corp,기타 금융업,556010
2046,MREO,Mereo Biopharma Group PLC ADR,생명과학 및 메디컬 리서치,562020
2047,BDSI,BioDelivery Sciences International Inc,제약,562010
2048,CIVB,Civista Bancshares Inc,은행,551010
2049,REAX,Real Brokerage Inc,부동산 운영 관리,601010
2050,CVLG,Covenant Logistics Group Inc Class A,화물 및 물류 서비스,524050
2051,CENHU,Centricus Acquisition Corp,기타 금융업,556010
2052,HOLUU,Holicity Inc,기타 금융업,556010
2053,KURIU,Alkuri Global Acquisition Corp,기타 금융업,556010
2054,HITI,High Tide Inc,식품 및 약품소매,543010
2055,ACGLO,Arch Capital Group Ltd ADR,보험,553010
2056,ERESU,East Resources Acquisition Co Unit,기타 금융업,556010
2057,FUSN,Fusion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2058,PVAC,Penn Virginia Corp,오일 및 가스,501020
2059,IPLDP,Interstate Power and Light Co PRF,전기 유틸리티,591010
2060,CLRM,Clarim Acquisition Corp Class A,기타 금융업,556010
2061,VTIQU,VectoIQ Acquisition Corp II Unit,기타 금융업,556010
2062,WALDU,Waldencast Acquisition Corp,기타 금융업,556010
2063,TZPS,TZP Strategies Acquisition Corp Class A,기타 금융업,556010
2064,FBIO,Fortress Biotech Inc,제약,562010
2065,XPDIU,Power & Digital Infrastructure Acquisition Corp,기타 금융업,556010
2066,TETCU,Tech & Energy Transition Corp,기타 금융업,556010
2067,KLAQ,KL Acquisition Corp Class A,기타 금융업,556010
2068,DHBC,DHB Capital Corp Class A,기타 금융업,556010
2069,GAMC,Golden Arrow Merger Corp Class A,기타 금융업,556010
2070,COGT,Cogent Biosciences Inc,생명과학 및 메디컬 리서치,562020
2071,SCOR,Comscore Inc,미디어 및 출판,533020
2072,AGNCN,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
2073,GIIXU,Gores Holdings VIII Inc,기타 금융업,556010
2074,NDACU,Nightdragon Acquisition Corp,기타 금융업,556010
2075,SYRS,Syros Pharmaceuticals Inc,제약,562010
2076,FRGI,Fiesta Restaurant Group Inc,호텔 및 엔터테인먼트,533010
2077,XOMA,XOMA Corp,생명과학 및 메디컬 리서치,562020
2078,PPGHU,Poema Global Holdings Corp,기타 금융업,556010
2079,FREQ,Frequency Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2080,EJFA,EJF Acquisition Corp Class A,기타 금융업,556010
2081,ARRW,Arrowroot Acquisition Corp Class A,기타 금융업,556010
2082,LUNA,Luna Innovations Inc,"건설장비 및 대형차, 기차, 배",521020
2083,AURC,Aurora Acquisition Corp Class A,기타 금융업,556010
2084,GMBTU,Queens Gambit Growth Capital,기타 금융업,556010
2085,APYX,Apyx Medical Corp,헬스케어 장비 및 용품,561010
2086,PUYI,Puyi Inc ADR,투자은행 및 서비스,551020
2087,COLIU,Colicity Inc,기타 금융업,556010
2088,ENNVU,ECP Environmental Growth Opportunities Corp,기타 금융업,556010
2089,SLCRU,Silver Crest Acquisition Corp,기타 금융업,556010
2090,RXRAU,RXR Acquisition Corp,기타 금융업,556010
2091,VLGEA,Village Super Market Inc Class A,식품 및 약품소매,543010
2092,LBTYB,Liberty Global PLC Class B,미디어 및 출판,533020
2093,ITMR,Itamar Medical Ltd ADR,헬스케어 장비 및 용품,561010
2094,SBEAU,SilverBox Engaged Merger Corp I,기타 금융업,556010
2095,FWAC,Fifth Wall Acquisition Corp III Class A,기타 금융업,556010
2096,SCLEU,Broadscale Acquisition Corp,기타 금융업,556010
2097,ATHX,Athersys Inc,생명과학 및 메디컬 리서치,562020
2098,EXFO,EXFO Inc,"건설장비 및 대형차, 기차, 배",521020
2099,CTSO,Cytosorbents Corp,헬스케어 장비 및 용품,561010
2100,GLBLU,Cartesian Growth Corp,기타 금융업,556010
2101,PTOCU,Pine Technology Acquisition Corp,기타 금융업,556010
2102,NEBC,Nebula Caravel Acquisition Corp Class A,기타 금융업,556010
2103,SCOBU,ScION Tech Growth II,기타 금융업,556010
2104,HRZN,Horizon Technology Finance Corp,다양한 금융서비스,555010
2105,DHHCU,DiamondHead Holdings Corp,기타 금융업,556010
2106,LIVX,Livexlive Media Inc,미디어 및 출판,533020
2107,FNLC,First Bancorp Inc,은행,551010
2108,KINZ,Kins Technology Group Inc. Class A,기타 금융업,556010
2109,THTX,Theratechnologies Inc,제약,562010
2110,DRIO,DarioHealth Corp,헬스케어 장비 및 용품,561010
2111,KPLT,Katapult Holdings Inc,기타 금융업,556010
2112,VRCA,Verrica Pharmaceuticals Inc,제약,562010
2113,EGAN,eGain Corp,소프트웨어 및 IT서비스,572010
2114,SGTX,Sigilon Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2115,ACTD,ArcLight Clean Transition Corp II Class A,기타 금융업,556010
2116,KSMTU,Kismet Acquisition One Corp,기타 금융업,556010
2117,CBAY,Cymabay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2118,XNET,Xunlei Ltd ADR,소프트웨어 및 IT서비스,572010
2119,KOR,Corvus Gold Inc,메탈&마이닝,512010
2120,LNDC,Landec Corp,식품 및 담배,541020
2121,GTPA,Gores Technology Partners Inc Class A,기타 금융업,556010
2122,FTCVU,Fintech Acquisition Corp V,기타 금융업,556010
2123,FTPA,FTAC Parnassus Acquisition Corp Class A,기타 금융업,556010
2124,POW,Powered Brands Class A,기타 금융업,556010
2125,TMKR,Tastemaker Acquisition Corp Class A,기타 금융업,556010
2126,THMA,Thimble Point Acquisition Corp Class A,기타 금융업,556010
2127,NVEC,NVE Corp,반도체 및 반도체 장비,571010
2128,CERC,Cerecor Inc,생명과학 및 메디컬 리서치,562020
2129,KAIR,Kairos Acquisition Corp Class A,기타 금융업,556010
2130,HCARU,Healthcare Services Acquisition Corp,기타 금융업,556010
2131,PTSI,PAM Transportation Services Inc,화물 및 물류 서비스,524050
2132,LMRK,Landmark Infrastructure Partners LP Unit,부동산 운영 관리,601010
2133,NBEV,Newage Inc,음료,541010
2134,EAC,Edify Acquisition Corp Class A,기타 금융업,556010
2135,FOREU,Foresight Acquisition Corp,기타 금융업,556010
2136,ZEUS,Olympic Steel Inc,메탈&마이닝,512010
2137,MESA,Mesa Air Group Inc,운송업,524060
2138,ACET,Adicet Bio Inc,생명과학 및 메디컬 리서치,562020
2139,IIII,Insu Acquisition Corp III Class A,기타 금융업,556010
2140,FTAA,FTAC Athena Acquisition Corp Class A,기타 금융업,556010
2141,ADER,26 Capital Acquisition Corp Class A,기타 금융업,556010
2142,SWET,Athlon Acquisition Corp Class A,기타 금융업,556010
2143,BYTSU,BYTE Acquisition Corp,기타 금융업,556010
2144,FLL,Full House Resorts Inc,호텔 및 엔터테인먼트,533010
2145,HCCC,Healthcare Capital Corp Class A,기타 금융업,556010
2146,DTOCU,Digital Transformation Opportunities Corp,기타 금융업,556010
2147,WRAP,Wrap Technologies Inc,커뮤니케이션 및 네트워킹,571020
2148,ARTNA,Artesian Resources Corp Class A,수도 유틸리티,591030
2149,HBCP,Home Bancorp Inc,은행,551010
2150,IBEX,Ibex Ltd,소프트웨어 및 IT서비스,572010
2151,BRCN,Burcon NutraScience Corp,식품 및 담배,541020
2152,CELC,Celcuity Inc,생명과학 및 메디컬 리서치,562020
2153,GLRE,Greenlight Capital Re Ltd Class A,보험,553010
2154,LMNR,Limoneira Co,식품 및 담배,541020
2155,LACQU,Leisure Acquisition Corp Unit,기타 금융업,556010
2156,TIPT,Tiptree Inc,기타 금융업,556010
2157,HMCOU,HumanCo Acquisition Corp,기타 금융업,556010
2158,FCNCP,First Citizens BancShares Inc (Delaware) ADR,은행,551010
2159,VERA,Vera Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
2160,PFIS,Peoples Financial Services Corp,은행,551010
2161,PRSRU,Prospector Capital Corp,기타 금융업,556010
2162,RDHL,Redhill Biopharma Ltd ADR,생명과학 및 메디컬 리서치,562020
2163,INBK,First Internet Bancorp,은행,551010
2164,STKS,One Group Hospitality Inc,호텔 및 엔터테인먼트,533010
2165,PFDRU,Pathfinder Acquisition Corp,기타 금융업,556010
2166,ITIC,Investors Title Co,보험,553010
2167,SSSS,SuRo Capital Corp,투자은행 및 서비스,551020
2168,SEEL,Seelos Therapeutics Inc,제약,562010
2169,TCBIO,Texas Capital Bancshares Inc ADR,은행,551010
2170,MPB,Mid Penn Bancorp Inc,은행,551010
2171,SDACU,Sustainable Development Acquisition I Corp,기타 금융업,556010
2172,AGLE,Aeglea Bio Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2173,VOXX,VOXX International Corp Class A,"컴퓨터, 전화 및 가전제품",571060
2174,YELL,Yellow Corp,화물 및 물류 서비스,524050
2175,KIRK,Kirkland's Inc,전문품 상점,534030
2176,PUCK,Goal Acquisitions Corp,기타 금융업,556010
2177,FIII,Forum Merger III Corp Class A,기타 금융업,556010
2178,SVOK,Seven Oaks Acquisition Corp Class A,기타 금융업,556010
2179,TAST,Carrols Restaurant Group Inc,호텔 및 엔터테인먼트,533010
2180,HCNEU,Jaws Hurricane Acquisition Corp,기타 금융업,556010
2181,WAFDP,Washington Federal Inc ADR,은행,551010
2182,PBFS,Pioneer Bancorp Inc,은행,551010
2183,FRLN,Freeline Therapeutics Holdings PLC ADR,생명과학 및 메디컬 리서치,562020
2184,BEEM,Beam Global,재생에너지,502010
2185,WHF,WhiteHorse Finance Inc,다양한 금융서비스,555010
2186,PCYO,Pure Cycle Corp,수도 유틸리티,591030
2187,HLAH,Hamilton Lane Alliance Holdings I Inc Class A,기타 금융업,556010
2188,HYACU,Haymaker Acquisition Corp III Unit,기타 금융업,556010
2189,CRNT,Ceragon Networks Ltd,커뮤니케이션 및 네트워킹,571020
2190,SURF,Surface Oncology Inc,생명과학 및 메디컬 리서치,562020
2191,GSAQ,Global Synergy Acquisition Corp Class A,기타 금융업,556010
2192,SILC,Silicom Ltd,커뮤니케이션 및 네트워킹,571020
2193,MACQU,MCAP Acquisition Corp,기타 금융업,556010
2194,KSMT,Kismet Acquisition One Corp,기타 금융업,556010
2195,ABUS,Arbutus Biopharma Corp,제약,562010
2196,CFFE,CF Acquisition Corp VIII Class A,기타 금융업,556010
2197,ESCA,Escalade Inc,레저 상품,532050
2198,VPCB,VPC Impact Acquisition Holdings II Class A,기타 금융업,556010
2199,GXGXU,GX Acquisition Corp Unit,기타 금융업,556010
2200,IMCC,IM Cannabis Corp,제약,562010
2201,TDACU,Trident Acquisitions Corp Unit,기타 금융업,556010
2202,PSACU,Property Solutions Acquisition Corp Unit,기타 금융업,556010
2203,FTIVU,Fintech Acquisition Corp. IV,기타 금융업,556010
2204,CHPMU,CHP Merger Corp Unit,기타 금융업,556010
2205,UCL,Ucloudlink Group Inc ADR,통신 서비스,574010
2206,FRSX,Foresight Autonomous Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
2207,TRVN,Trevena Inc,생명과학 및 메디컬 리서치,562020
2208,PMGMU,Priveterra Acquisition Corp,기타 금융업,556010
2209,LIZI,Lizhi Inc ADR,소프트웨어 및 IT서비스,572010
2210,TEKK,Tekkorp Digital Acquisition Corp Class A,기타 금융업,556010
2211,SSAAU,Science Strategic Acquisition Alpha Corp,기타 금융업,556010
2212,AGGRU,Agile Growth Corp,기타 금융업,556010
2213,STWO,ACON S2 Acquisition Corp Class A,기타 금융업,556010
2214,CFV,CF Acquisition Corp V Class A,기타 금융업,556010
2215,FMIVU,Forum Merger IV Corp,기타 금융업,556010
2216,APTO,Aptose Biosciences Inc,생명과학 및 메디컬 리서치,562020
2217,TOUR,Tuniu Corp ADR,호텔 및 엔터테인먼트,533010
2218,MCBC,Macatawa Bank Corp,은행,551010
2219,IGACU,IG Acquisition Corp,기타 금융업,556010
2220,HBMD,Howard Bancorp Inc,은행,551010
2221,KIII,Kismet Acquisition Three Corp Class A,기타 금융업,556010
2222,ACTG,Acacia Research Corp,전문 및 상업 서비스,522030
2223,IPVI,InterPrivate IV InfraTech Partners Inc Class A,기타 금융업,556010
2224,ENOB,Enochian Biosciences Inc,생명과학 및 메디컬 리서치,562020
2225,MTAC,MedTech Acquisition Corp Class A,기타 금융업,556010
2226,SPKB,Silver Spike Acquisition Corp II Class A,기타 금융업,556010
2227,LVRA,Levere Holdings Corp Class A,기타 금융업,556010
2228,PSAGU,Property Solutions Acquisition Corp II,기타 금융업,556010
2229,MBII,Marrone Bio Innovations Inc,화학,511010
2230,CFVIU,CF Acquisition Corp VI,기타 금융업,556010
2231,RCLF,Rosecliff Acquisition Corp I Class A,기타 금융업,556010
2232,DAKT,Daktronics Inc,전자 장비 및 부품,571040
2233,NXTC,NextCure Inc,제약,562010
2234,AFCG,AFC Gamma Inc,은행,551010
2235,HCII,Hudson Executive Investment Corp II Class A,기타 금융업,556010
2236,LCAA,L Catterton Asia Acquisition Corp Class A,기타 금융업,556010
2237,ZTAQU,Zimmer Energy Transition Acquisition Corp,기타 금융업,556010
2238,HUIZ,Huize Holding Ltd ADR,보험,553010
2239,IMMP,Immutep Ltd ADR,생명과학 및 메디컬 리서치,562020
2240,MTRX,Matrix Service Co,건설 및 엔지니어링,522010
2241,UTMD,Utah Medical Products Inc,헬스케어 장비 및 용품,561010
2242,MON,Monument Circle Acquisition Corp Class A,기타 금융업,556010
2243,RAACU,Revolution Acceleration Acquisition Corp,기타 금융업,556010
2244,COVAU,COVA Acquisition Corp,기타 금융업,556010
2245,SCAQ,Stratim Cloud Acquisition Corp Class A,기타 금융업,556010
2246,ALTUU,Altitude Acquisition Corp,기타 금융업,556010
2247,OVID,Ovid Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2248,JSM,Navient Corp PRF,은행,551010
2249,NNBR,NN Inc,"건설장비 및 대형차, 기차, 배",521020
2250,BSKYU,Big Sky Growth Partners Inc,기타 금융업,556010
2251,DISA,Disruptive Acquisition Corporation I Class A,기타 금융업,556010
2252,TSIBU,Tishman Speyer Innovation Corp II,기타 금융업,556010
2253,BKCC,BlackRock Capital Investment Corp,다양한 금융서비스,555010
2254,LEGO,Legato Merger Corp,기타 금융업,556010
2255,CPARU,Catalyst Partners Acquisition Corp,기타 금융업,556010
2256,JCICU,Jack Creek Investment Corp.,기타 금융업,556010
2257,DRTT,DIRTT Environmental Solutions Ltd,주택건설,532030
2258,NH,NantHealth Inc,헬스케어 장비 및 용품,561010
2259,ITI,Iteris Inc,커뮤니케이션 및 네트워킹,571020
2260,KRUS,Kura Sushi USA Inc,호텔 및 엔터테인먼트,533010
2261,PLMIU,Plum Acquisition I Corp,기타 금융업,556010
2262,LITTU,Logistics Innovation Technologies Corp,기타 금융업,556010
2263,PVBC,Provident Bancorp Inc (Maryland),은행,551010
2264,MBIO,Mustang Bio Inc,생명과학 및 메디컬 리서치,562020
2265,OEPWU,One Equity Partners Open Water I Corp,기타 금융업,556010
2266,FLXS,Flexsteel Industries Inc,가정용품,532040
2267,ACAHU,Atlantic Coastal Acquisition Corp,기타 금융업,556010
2268,GXIIU,GX Acquisition Corp II,기타 금융업,556010
2269,ITHX,ITHAX Acquisition Corp Class A,기타 금융업,556010
2270,DHCAU,DHC Acquisition Corp,기타 금융업,556010
2271,CRMD,CorMedix Inc,제약,562010
2272,ARTAU,Artisan Acquisition Corp,기타 금융업,556010
2273,LTRPA,Liberty Tripadvisor Holdings Inc Series A,소프트웨어 및 IT서비스,572010
2274,TIOAU,Tio Tech A,기타 금융업,556010
2275,TWLVU,Twelve Seas Investment Co II,기타 금융업,556010
2276,NWPX,Northwest Pipe Co,메탈&마이닝,512010
2277,DCRB,Decarbonization Plus Acquisition Corp Class A,기타 금융업,556010
2278,JFIN,Jiayin Group Inc ADR,소프트웨어 및 IT서비스,572010
2279,GPACU,Global Partner Acquisition II Corp,기타 금융업,556010
2280,VMD,Viemed Healthcare Inc,헬스케어 업체 및 서비스,561020
2281,PCSB,PCSB Financial Corp,은행,551010
2282,SMMF,Summit Financial Group Inc,은행,551010
2283,INFI,Infinity Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2284,ATVC,Tribe Capital Growth Corp I Class A,기타 금융업,556010
2285,HFFG,Hf Foods Group Inc,식품 및 약품소매,543010
2286,CRDF,Cardiff Oncology Inc,생명과학 및 메디컬 리서치,562020
2287,CRSA,Crescent Acquisition Corp Class A,기타 금융업,556010
2288,SVFB,SVF Investment Corp 2 Class A,기타 금융업,556010
2289,HBIO,Harvard Bioscience Inc,헬스케어 장비 및 용품,561010
2290,IPHA,Innate Pharma SA ADR,생명과학 및 메디컬 리서치,562020
2291,NRAC,Noble Rock Acquisition Corp Class A,기타 금융업,556010
2292,CFAC,CF Finance Acquisition III Corp,기타 금융업,556010
2293,DBDR,Roman DBDR Tech Acquisition Corp Class A,기타 금융업,556010
2294,FSBW,FS Bancorp Inc,은행,551010
2295,ENFAU,890 5th Avenue Partners Inc,기타 금융업,556010
2296,NVSA,New Vista Acquisition Corp Class A,기타 금융업,556010
2297,SLCT,Select Bancorp Inc,은행,551010
2298,AEAC,Authentic Equity Acquisition Corp Class A,기타 금융업,556010
2299,WILC,G Willi-Food International Ltd,식품 및 약품소매,543010
2300,SPKBU,Silver Spike Acquisition Corp II,기타 금융업,556010
2301,GPP,Green Plains Partners LP Unit,오일 및 가스 장비 및 서비스,501030
2302,DGNS,Dragoneer Growth Opportunities Corp II Class A,기타 금융업,556010
2303,EQOS,Diginex Ltd,투자은행 및 서비스,551020
2304,LCAP,Lionheart Acquisition Corporation II Class A,기타 금융업,556010
2305,ZNTE,Zanite Acquisition Corp Class A,기타 금융업,556010
2306,IMUX,Immunic Inc,생명과학 및 메디컬 리서치,562020
2307,HOOK,HOOKIPA Pharma Inc,제약,562010
2308,DFPH,DFP Healthcare Acquisitions Corp Class A,기타 금융업,556010
2309,NEBCU,Nebula Caravel Acquisition Corp,기타 금융업,556010
2310,NATH,Nathan's Famous Inc,호텔 및 엔터테인먼트,533010
2311,MHLD,Maiden Holdings Ltd,보험,553010
2312,VALU,Value Line Inc,전문 및 상업 서비스,522030
2313,SV,Spring Valley Acquisition Corp Class A,기타 금융업,556010
2314,ARRWU,Arrowroot Acquisition Corp,기타 금융업,556010
2315,KLDO,Kaleido Biosciences Inc,생명과학 및 메디컬 리서치,562020
2316,IPVIU,InterPrivate IV InfraTech Partners Inc,기타 금융업,556010
2317,LCAAU,L Catterton Asia Acquisition Corp,기타 금융업,556010
2318,FRON,Frontier Acquisition Corp Class A,기타 금융업,556010
2319,CLRMU,Clarim Acquisition Corp,기타 금융업,556010
2320,ACEV,ACE Convergence Acquisition Corp Class A,기타 금융업,556010
2321,EJFAU,EJF Acquisition Corp,기타 금융업,556010
2322,AKIC,Sports Ventures Acquisition Corp Class A,기타 금융업,556010
2323,JG,Aurora Mobile Ltd ADR,소프트웨어 및 IT서비스,572010
2324,KLAQU,KL Acquisition Corp,기타 금융업,556010
